date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2021-01-18,CA,33593.0,,201,,,,20968.0,0,,4826.0,,0,,,,,,2973174,2973174.0,30699,0,,,,,,,,0,38655756,427141,,,,,,0,38655756,427141
2021-01-19,CA,33739.0,,146,,,,20942.0,0,,4793.0,,0,,,,,,2996968,2996968.0,23794,0,,,,,,,,0,39024543,368787,,,,,,0,39024543,368787
2021-01-20,CA,34433.0,,694,,,,20814.0,0,,4758.0,,0,,,,,,3019371,3019371.0,22403,0,,,,,,,,0,39288363,263820,,,,,,0,39288363,263820
2021-01-21,CA,35004.0,,571,,,,20408.0,0,,4746.0,,0,,,,,,3039044,3039044.0,19673,0,,,,,,,,0,39512756,224393,,,,,,0,39512756,224393
2021-01-22,CA,35768.0,,764,,,,19855.0,0,,4718.0,,0,,,,,,3062068,3062068.0,23024,0,,,,,,,,0,39725839,213083,,,,,,0,39725839,213083
2021-01-23,CA,36361.0,,593,,,,19293.0,0,,4641.0,,0,,,,,,3085040,3085040.0,22972,0,,,,,,,,0,39970119,244280,,,,,,0,39970119,244280
2021-01-24,CA,36790.0,,429,,,,18638.0,0,,4542.0,,0,,,,,,3109151,3109151.0,24111,0,,,,,,,,0,40285715,315596,,,,,,0,40285715,315596
2021-01-25,CA,37118.0,,328,,,,18347.0,0,,4475.0,,0,,,,,,3136158,3136158.0,27007,0,,,,,,,,0,40688908,403193,,,,,,0,40688908,403193
2021-01-26,CA,37527.0,,409,,,,18039.0,0,,4384.0,,0,,,,,,3153186,3153186.0,17028,0,,,,,,,,0,41010770,321862,,,,,,0,41010770,321862
2021-01-27,CA,38224.0,,697,,,,17710.0,0,,4375.0,,0,,,,,,3169914,3169914.0,16728,0,,,,,,,,0,41252482,241712,,,,,,0,41252482,241712
2021-01-28,CA,38961.0,,737,,,,17143.0,0,,4283.0,,0,,,,,,3186610,3186610.0,16696,0,,,,,,,,0,41470634,218152,,,,,,0,41470634,218152
2021-01-29,CA,39578.0,,617,,,,16581.0,0,,4232.0,,0,,,,,,3205947,3205947.0,19337,0,,,,,,,,0,41677405,206771,,,,,,0,41677405,206771
2021-01-30,CA,40216.0,,638,,,,15941.0,0,,4042.0,,0,,,,,,3224374,3224374.0,18427,0,,,,,,,,0,41980456,303051,,,,,,0,41980456,303051
2021-01-31,CA,40697.0,,481,,,,15676.0,0,,4047.0,,0,,,,,,3243348,3243348.0,18974,0,,,,,,,,0,42279018,298562,,,,,,0,42279018,298562
2021-02-01,CA,40908.0,,211,,,,15212.0,0,,3949.0,,0,,,,,,3258706,3258706.0,15358,0,,,,,,,,0,42569193,290175,,,,,,0,42569193,290175
2021-02-02,CA,41330.0,,422,,,,14999.0,0,,3894.0,,0,,,,,,3270770,3270770.0,12064,0,,,,,,,,0,42851891,282698,,,,,,0,42851891,282698
2021-02-03,CA,41811.0,,481,,,,14578.0,0,,3772.0,,0,,,,,,3281271,3281271.0,10501,0,,,,,,,,0,43067233,215342,,,,,,0,43067233,215342
2021-02-04,CA,42466.0,,655,,,,14138.0,0,,3756.0,,0,,,,,,3294447,3294447.0,13176,0,,,,,,,,0,43235327,168094,,,,,,0,43235327,168094
2021-02-05,CA,43024.0,,558,,,,13672.0,0,,3527.0,,0,,,,,,3308468,3308468.0,14021,0,,,,,,,,0,43433104,197777,,,,,,0,43433104,197777
2021-02-06,CA,43647.0,,623,,,,13137.0,0,,3479.0,,0,,,,,,3320862,3320862.0,12394,0,,,,,,,,0,43719155,286051,,,,,,0,43719155,286051
2021-02-07,CA,43942.0,,295,,,,12476.0,0,,3339.0,,0,,,,,,3335926,3335926.0,15064,0,,,,,,,,0,43994322,275167,,,,,,0,43994322,275167
2021-02-08,CA,44150.0,,208,,,,12085.0,0,,3313.0,,0,,,,,,3346340,3346340.0,10414,0,,,,,,,,0,44323550,329228,,,,,,0,44323550,329228
2021-02-09,CA,44477.0,,327,,,,11904.0,0,,3264.0,,0,,,,,,3354591,3354591.0,8251,0,,,,,,,,0,44583304,259754,,,,,,0,44583304,259754
2021-02-10,CA,44995.0,,518,,,,11516.0,0,,3127.0,,0,,,,,,3362981,3362981.0,8390,0,,,,,,,,0,44770601,187297,,,,,,0,44770601,187297
2021-02-11,CA,45456.0,,461,,,,11045.0,0,,2996.0,,0,,,,,,3371556,3371556.0,8575,0,,,,,,,,0,44923981,153380,,,,,,0,44923981,153380
2021-02-12,CA,46002.0,,546,,,,10505.0,0,,2930.0,,0,,,,,,3381615,3381615.0,10059,0,,,,,,,,0,45125441,201460,,,,,,0,45125441,201460
2021-02-13,CA,46435.0,,433,,,,9998.0,0,,2808.0,,0,,,,,,3391036,3391036.0,9421,0,,,,,,,,0,45411637,286196,,,,,,0,45411637,286196
2021-02-14,CA,46843.0,,408,,,,9636.0,0,,2733.0,,0,,,,,,3399878,3399878.0,8842,0,,,,,,,,0,45703217,291580,,,,,,0,45703217,291580
2021-02-15,CA,47043.0,,200,,,,9299.0,0,,2650.0,,0,,,,,,3406365,3406365.0,6487,0,,,,,,,,0,45964127,260910,,,,,,0,45964127,260910
2021-02-16,CA,47107.0,,64,,,,9075.0,0,,2604.0,,0,,,,,,3412057,3412057.0,5692,0,,,,,,,,0,46227725,263598,,,,,,0,46227725,263598
2021-02-17,CA,47507.0,,400,,,,8855.0,0,,2533.0,,0,,,,,,3416147,3416147.0,4090,0,,,,,,,,0,46384932,157207,,,,,,0,46384932,157207
2021-02-18,CA,47924.0,,417,,,,8566.0,0,,2427.0,,0,,,,,,3421720,3421720.0,5573,0,,,,,,,,0,46504255,119323,,,,,,0,46504255,119323
2021-02-19,CA,48344.0,,420,,,,8156.0,0,,2291.0,,0,,,,,,3428518,3428518.0,6798,0,,,,,,,,0,46621654,117399,,,,,,0,46621654,117399
2021-02-20,CA,48825.0,,481,,,,7747.0,0,,2168.0,,0,,,,,,3435186,3435186.0,6668,0,,,,,,,,0,46813876,192222,,,,,,0,46813876,192222
2021-02-21,CA,49105.0,,280,,,,7313.0,0,,2073.0,,0,,,,,,3441946,3441946.0,6760,0,,,,,,,,0,47043348,229472,,,,,,0,47043348,229472
2021-02-22,CA,49338.0,,233,,,,7165.0,0,,2010.0,,0,,,,,,3446611,3446611.0,4665,0,,,,,,,,0,47320802,277454,,,,,,0,47320802,277454
2021-02-23,CA,49563.0,,225,,,,6908.0,0,,1898.0,,0,,,,,,3450058,3450058.0,3447,0,,,,,,,,0,47513367,192565,,,,,,0,47513367,192565
2021-02-24,CA,49877.0,,314,,,,6764.0,0,,1842.0,,0,,,,,,3455361,3455361.0,5303,0,,,,,,,,0,47652172,138805,,,,,,0,47652172,138805
2021-02-25,CA,50991.0,,1114,,,,6520.0,0,,1783.0,,0,,,,,,3460326,3460326.0,4965,0,,,,,,,,0,47814160,161988,,,,,,0,47814160,161988
2021-02-26,CA,51382.0,,391,,,,6152.0,0,,1725.0,,0,,,,,,3465726,3465726.0,5400,0,,,,,,,,0,47995576,181416,,,,,,0,47995576,181416
2021-02-27,CA,51821.0,,439,,,,5897.0,0,,1651.0,,0,,,,,,3470877,3470877.0,5151,0,,,,,,,,0,48219490,223914,,,,,,0,48219490,223914
2021-02-28,CA,51979.0,,158,,,,5674.0,0,,1585.0,,0,,,,,,3475562,3475562.0,4685,0,,,,,,,,0,48469106,249616,,,,,,0,48469106,249616
2021-03-01,CA,52194.0,,215,,,,5409.0,0,,1518.0,,0,,,,,,3479078,3479078.0,3516,0,,,,,,,,0,48712676,243570,,,,,,0,48712676,243570
2021-03-02,CA,52497.0,,303,,,,5302.0,0,,1452.0,,0,,,,,,3481611,3481611.0,2533,0,,,,,,,,0,48897190,184514,,,,,,0,48897190,184514
2021-03-03,CA,52775.0,,278,,,,5110.0,0,,1403.0,,0,,,,,,3484963,3484963.0,3352,0,,,,,,,,0,49028048,130858,,,,,,0,49028048,130858
2021-03-04,CA,53048.0,,273,,,,4967.0,0,,1327.0,,0,,,,,,3488467,3488467.0,3504,0,,,,,,,,0,49147685,119637,,,,,,0,49147685,119637
2021-03-05,CA,53448.0,,400,,,,4714.0,0,,1236.0,,0,,,,,,3493126,3493126.0,4659,0,,,,,,,,0,49294503,146818,,,,,,0,49294503,146818
2021-03-06,CA,53866.0,,418,,,,4513.0,0,,1221.0,,0,,,,,,3497578,3497578.0,4452,0,,,,,,,,0,49512828,218325,,,,,,0,49512828,218325
2021-03-07,CA,54124.0,,258,,,,4291.0,0,,1159.0,,0,,,,,,3501394,3501394.0,3816,0,,,,,,,,0,49646014,133186,,,,,,0,49646014,133186
